id,title,role,status,sourceFile,content
REQ-013,REQ-013 — Role-based relation validation,requirement,,requirements.adoc,"""The system SHALL validate that relations between items are allowed based on their roles as defined in configuration. Valid relations are accepted; invalid relations generate errors listing the allowed types.

Related specs: `role-based-validation/spec.md`

traceability:outgoing[]
traceability:incoming[]"""
REQ-014,REQ-014 — Directional relation checking,requirement,,requirements.adoc,"""Validation SHALL be directional: the system checks the source item's role against the target item's role. The same relation type may be valid in one direction but not the reverse.

Related specs: `role-based-validation/spec.md`

traceability:outgoing[]
traceability:incoming[]"""
REQ-015,REQ-015 — Error messages list allowed relations,requirement,,requirements.adoc,"""Error messages for invalid relations SHALL include the relation type, source role, target role, and the list of allowed relation types between those roles.

Related specs: `role-based-validation/spec.md`

traceability:outgoing[]
traceability:incoming[]"""
REQ-016,REQ-016 — Warnings for unknown roles,requirement,,requirements.adoc,"""The system SHALL generate warnings (not errors) when relations involve items with unknown roles. This enables graceful degradation and incremental role adoption.

Related specs: `role-based-validation/spec.md`

traceability:outgoing[]
traceability:incoming[]"""
REQ-017,REQ-017 — Graceful degradation for unknown roles,requirement,,requirements.adoc,"""Items with unknown roles SHALL still be stored in the graph and appear in matrices. Relations involving unknown roles SHALL be stored but marked with warnings. Processing continues despite unknown roles.

Related specs: `role-based-validation/spec.md`"""
REQ-018,REQ-018 — Built-in preset configurations,requirement,,requirements.adoc,"""The system SHALL ship with built-in preset configurations: `requirements-engineering`, `agile`, `medical-iec62304`, and `minimal`. Users SHALL be able to list and inspect presets via CLI.

Related specs: `preset-system/spec.md`

traceability:outgoing[]
traceability:incoming[]"""
REQ-019,REQ-019 — Each preset contains complete configuration,requirement,,requirements.adoc,"""Each preset SHALL contain `roles`, `relations`, and `matrices` definitions that form a valid, loadable configuration. Presets with invalid configuration are rejected at load time.

Related specs: `preset-system/spec.md`

traceability:outgoing[]
traceability:incoming[]"""
REQ-020,REQ-020 — Each preset includes documentation,requirement,,requirements.adoc,"""Each preset SHALL include a human-readable description, domain explanation, and example AsciiDoc snippets demonstrating typical usage.

Related specs: `preset-system/spec.md`

traceability:outgoing[]
traceability:incoming[]"""
REQ-021,REQ-021 — Each preset includes Neo4j Cypher queries,requirement,,requirements.adoc,"""Each preset SHALL include a `neo4j.queries` section with named Cypher queries relevant to the domain, such as uncovered requirements, coverage summaries, and traceability chains.

Related specs: `preset-system/spec.md`

traceability:outgoing[]
traceability:incoming[]"""
REQ-022,REQ-022 — Presets have independent versioning,requirement,,requirements.adoc,"""Presets SHALL have version numbers independent of the extension version, following semantic versioning. A `minExtensionVersion` compatibility field SHALL indicate the minimum extension version required.

Related specs: `preset-system/spec.md`

traceability:outgoing[]
traceability:incoming[]"""
REQ-023,REQ-023 — Users can define custom presets,requirement,,requirements.adoc,"""The system SHALL allow users to create their own preset YAML files. Custom presets are loaded and validated the same way as built-in presets. Invalid custom presets generate validation errors.

Related specs: `preset-system/spec.md`"""
REQ-024,REQ-024 — Neo4j CSV export,requirement,,requirements.adoc,"""The system SHALL export the traceability graph as `nodes.csv` and `relationships.csv` files with proper headers, comma delimiters, and escaped special characters. Files SHALL be importable via Neo4j's `LOAD CSV` command.

Related specs: `neo4j-export/spec.md`

traceability:outgoing[]
traceability:incoming[]"""
REQ-025,REQ-025 — Neo4j Cypher export,requirement,,requirements.adoc,"""The system SHALL export the traceability graph as `import.cypher` containing CREATE statements for all nodes (with `:Item` and role-specific labels) and relationships (with type-specific labels). Special characters SHALL be properly escaped.

Related specs: `neo4j-export/spec.md`

traceability:outgoing[]
traceability:incoming[]"""
REQ-026,REQ-026 — Export command in CLI,requirement,,requirements.adoc,"""The system SHALL provide an `export neo4j` CLI command supporting `--format csv` and `--format cypher` options, with configurable input and output directories.

Related specs: `neo4j-export/spec.md`

traceability:outgoing[]
traceability:incoming[]"""
REQ-027,REQ-027 — Export includes all item attributes,requirement,,requirements.adoc,"""Neo4j exports SHALL include all item attributes (id, role, title, content, status, custom attributes) as node properties. Special characters in attribute values SHALL be properly escaped.

Related specs: `neo4j-export/spec.md`

traceability:outgoing[]
traceability:incoming[]"""
REQ-028,REQ-028 — Export is optional,requirement,,requirements.adoc,"""The Neo4j export functionality SHALL be completely optional. Normal extension operation (parsing, validation, matrix generation) SHALL not require any Neo4j runtime dependencies.

Related specs: `neo4j-export/spec.md`"""
REQ-029,REQ-029 — Configurable matrix generation with coverage calculations,requirement,,requirements.adoc,"""The system SHALL generate matrices from configuration definitions, computing per-item coverage based on `coverageRelations`. Each cell SHALL show related item IDs or `—` for no relationships. Coverage SHALL be expressed as overall, complete, partial, and missing counts.

Source: Design Decision 2 — Configuration-Based Roles and Relations

traceability:outgoing[]
traceability:incoming[]"""
REQ-030,REQ-030 — Role statistics reporting,requirement,,requirements.adoc,"""The system SHALL provide `getRoleStatistics()` returning item counts per role and total relationship counts, enabling quick inspection of the traceability graph.

Source: RequirementsTraceabilityExtension API

traceability:outgoing[]
traceability:incoming[]"""
REQ-031,REQ-031 — Graph path finding,requirement,,requirements.adoc,"""The system SHALL provide BFS-based path finding between any two items in the graph via `findPath(fromId, toId, maxDepth?)`. Connected items return the path; disconnected items return null. Depth is capped by `maxDepth` (default: 5).

Source: TraceabilityGraph API

traceability:outgoing[]
traceability:incoming[]"""
REQ-032,REQ-032 — Impact analysis,requirement,,requirements.adoc,"""The system SHALL provide `getImpactAnalysis(itemId)` returning all reachable items in both directions (forward and reverse relationships), excluding the source item from results.

Source: TraceabilityGraph API

traceability:outgoing[]
traceability:incoming[]"""
REQ-033,REQ-033 — Graph merge,requirement,,requirements.adoc,"""The system SHALL support merging another TraceabilityGraph into the current graph via `merge()`. Items not already present are added; existing items are not duplicated. Relationships from the source graph are copied if both endpoints exist in the target graph.

Source: TraceabilityGraph API

traceability:outgoing[]
traceability:incoming[]"""
REQ-034,REQ-034 — Mustache template rendering,requirement,,requirements.adoc,"""The system SHALL use Mustache templates for HTML matrix output via `TemplateRenderer`. Built-in templates SHALL be shipped; custom template directories SHALL be supported with fallback to built-ins for missing files.

Source: Design Decision 4 — Mustache Templates

traceability:outgoing[]
traceability:incoming[]"""
REQ-035,REQ-035 — Antora extension integration,requirement,,requirements.adoc,"""The system SHALL integrate with Antora via `AntoraTraceabilityExtension`, registering for `contentClassified` (parse items) and `sitePublished` (generate matrices and coverage). Configuration SHALL be read from the Antora playbook's extension config. Disabled extensions SHALL skip initialization.

Source: Antora Extension implementation

traceability:outgoing[]
traceability:incoming[]"""
REQ-036,REQ-036 — CLI commands,requirement,,requirements.adoc,"""The system SHALL provide a Commander-based CLI with six subcommands: `process` (parse items), `matrix` (generate matrices), `validate` (check graph integrity), `export neo4j` (CSV/Cypher export), `stats` (role statistics), and `preset` (list/show/init). Global `--config` and `--preset` flags SHALL apply to all commands.

Source: CLI implementation

traceability:outgoing[]
traceability:incoming[]"""
REQ-037,REQ-037 — Matrix row items are clickable links,requirement,,requirements.adoc,"""The system SHALL render row item IDs as hyperlinks that navigate to the item's definition in the rendered HTML documentation.

Source: openspec/specs/matrix-item-linking/spec.md

traceability:outgoing[]
traceability:incoming[]"""
REQ-038,REQ-038 — Matrix cell items are clickable links,requirement,,requirements.adoc,"""The system SHALL render cell item IDs as hyperlinks that navigate to the item's definition in the rendered HTML documentation. Multiple items in a cell SHALL each render as separate clickable links.

Source: openspec/specs/matrix-item-linking/spec.md

traceability:outgoing[]
traceability:incoming[]"""
REQ-039,REQ-039 — Source file tooltips on matrix links,requirement,,requirements.adoc,"""The system SHALL display the source file name as a tooltip when users hover over item links in the matrix.

Source: openspec/specs/matrix-item-linking/spec.md

traceability:outgoing[]
traceability:incoming[]"""
REQ-040,REQ-040 — Context-aware link generation,requirement,,requirements.adoc,"""The system SHALL generate consistent relative link paths (\`../../\`) from matrix output to component root, regardless of execution context. The LinkResolver SHALL accept a configurable \`relativePathPrefix\` option.

Source: openspec/specs/matrix-item-linking/spec.md

traceability:outgoing[]
traceability:incoming[]"""
REQ-041,REQ-041 — Source file path normalization,requirement,,requirements.adoc,"""The system SHALL normalize item \`sourceFile\` paths by stripping any \`pages/\` prefix and \`.adoc\` extension at link resolution time, producing clean HTML paths.

Source: openspec/specs/matrix-item-linking/spec.md

traceability:outgoing[]
traceability:incoming[]"""
REQ-042,REQ-042 — Backward compatibility without LinkResolver,requirement,,requirements.adoc,"""The system SHALL maintain existing matrix rendering behavior when no \`LinkResolver\` is provided. Items SHALL render as plain text without links, and existing matrix HTML structure SHALL be preserved.

Source: openspec/specs/matrix-item-linking/spec.md

traceability:outgoing[]
traceability:incoming[]"""
REQ-043,REQ-043 — Non-HTML matrix outputs unchanged,requirement,,requirements.adoc,"""The system SHALL NOT modify CSV and JSON matrix outputs to include links. CSV and JSON output SHALL contain item data as before.

Source: openspec/specs/matrix-item-linking/spec.md

traceability:outgoing[]
traceability:incoming[]"""
REQ-044,REQ-044 — traceability:outgoing[] renders outgoing links,requirement,,requirements.adoc,"""The system SHALL provide a \`traceability:outgoing[]\` macro that expands to a formatted list of all outgoing relationships for the enclosing item. Relationships SHALL be grouped by type and rendered using standard AsciiDoc constructs (lists, tables, inline xrefs).

Source: openspec/specs/traceability-links-macro/spec.md

traceability:outgoing[]
traceability:incoming[]"""
REQ-044b,REQ-044b — traceability:incoming[] renders incoming links,requirement,,requirements.adoc,"""The system SHALL provide a \`traceability:incoming[]\` macro that expands to a formatted list of all incoming relationships pointing to the enclosing item. Relationships SHALL be grouped by inverse relation type (e.g., \`addresses\` displays as \`Addressed by\`) and rendered using standard AsciiDoc constructs.

Source: openspec/specs/incoming-links-macro/spec.md

traceability:outgoing[]
traceability:incoming[]"""
REQ-045,REQ-045 — Opt-in via AsciiDoc attribute,requirement,,requirements.adoc,"""The system SHALL only expand \`traceability:outgoing[]\` and \`traceability:incoming[]\` when the \`:traceability-links:\` document attribute is set to a truthy value. Without the attribute, the macro text SHALL be stripped from output.

Source: openspec/specs/traceability-links-macro/spec.md

traceability:outgoing[]
traceability:incoming[]"""
REQ-046,REQ-046 — Inline macros are pure data markers,requirement,,requirements.adoc,"""Inline relationship macros (\`addresses\:REQ-001[]\`) SHALL always be invisible in rendered output. They are pure data markers stored in the traceability graph. \`traceability:outgoing[]\` and \`traceability:incoming[]\` are the sole mechanisms for rendering relationships.

Source: openspec/specs/traceability-links-macro/spec.md

traceability:outgoing[]
traceability:incoming[]"""
REQ-047,REQ-047 — Configurable display style,requirement,,requirements.adoc,"""The system SHALL support configurable display styles via the \`:traceability-style:\` document attribute: \`list\` (default, bulleted list), \`table\` (AsciiDoc table), or \`inline\` (comma-separated).

Source: openspec/specs/traceability-links-macro/spec.md

traceability:outgoing[]
traceability:incoming[]"""
REQ-048,REQ-048 — Configurable sort order,requirement,,requirements.adoc,"""The system SHALL support configurable sort order via \`:traceability-order:\`: \`target-id\` (default), \`target-title\`, or \`relation-type\`.

Source: openspec/specs/traceability-links-macro/spec.md

traceability:outgoing[]
traceability:incoming[]"""
REQ-049,REQ-049 — PDF compatibility,requirement,,requirements.adoc,"""Generated output from \`traceability:outgoing[]\` and \`traceability:incoming[]\` SHALL be standard AsciiDoc constructs — not raw HTML — ensuring compatibility with both HTML and PDF backends.

Source: openspec/specs/traceability-links-macro/spec.md

traceability:outgoing[]
traceability:incoming[]"""
REQ-050,REQ-050 — Source files never modified,requirement,,requirements.adoc,"""The system SHALL NOT modify \`.adoc\` source files on disk. All macro expansion and content substitution SHALL occur in the in-memory content buffer during Antora's \`contentClassified\` event.

Source: openspec/specs/traceability-links-macro/spec.md

traceability:outgoing[]
traceability:incoming[]"""
REQ-051,REQ-051 — Relationship graph via traceability:graph[] macro,requirement,,requirements.adoc,"""The system SHALL provide a \`traceability:graph[]\` inline macro that renders a GraphViz relationship graph for the enclosing item. The graph SHALL show the item and its direct relationships as labeled nodes and edges, colored by role. An optional depth parameter SHALL control the number of hops.

Source: openspec/specs/graph-visualization/spec.md

traceability:outgoing[]
traceability:incoming[]"""
REQ-052,REQ-052 — Coverage chart via traceability:graph-coverage[] macro,requirement,,requirements.adoc,"""The system SHALL provide a \`traceability:graph-coverage[]\` inline macro that renders a Vega-Lite bar chart showing coverage. When used inside an item block, it SHALL show per-relationship-type coverage for that item. When used outside an item block, it SHALL show global coverage by role.

Source: openspec/specs/graph-visualization/spec.md

traceability:outgoing[]
traceability:incoming[]"""
REQ-053,REQ-053 — Graph visualization methods on TraceabilityGraph,requirement,,requirements.adoc,"""The \`TraceabilityGraph\` SHALL provide \`toDot(fromId, depth?)\` returning a GraphViz DOT source string, and \`toVegaLite(itemId?)\` returning a Vega-Lite JSON specification.

Source: openspec/specs/graph-visualization/spec.md

traceability:outgoing[]
traceability:incoming[]"""
REQ-054,REQ-054 — Dashboard page in example site,requirement,,requirements.adoc,"""The example site SHALL include a dashboard page with a global coverage chart and select per-item relationship graphs, gated by the \`:traceability-graph:\` attribute.

Source: openspec/specs/graph-visualization/spec.md

traceability:outgoing[]
traceability:incoming[]"""
REQ-055,REQ-055 — Zero operational overhead,requirement,,requirements.adoc,"""The extension SHALL operate without requiring external services, databases, or runtime dependencies beyond Node.js standard library and a minimal set of npm packages. Optional features such as Neo4j export SHALL degrade gracefully when not configured.

Source: xref:quality/zero-operational-overhead.adoc[Quality Attribute: Zero Operational Overhead]

traceability:outgoing[]
traceability:incoming[]"""
REQ-056,REQ-056 — Configurable without code changes,requirement,,requirements.adoc,"""The extension SHALL allow users to define roles, relations, and matrices entirely in YAML configuration. Built-in presets SHALL be overridable via the `extends` mechanism. Items with roles not yet in the configuration SHALL generate warnings rather than errors.

Source: xref:quality/configurable-without-code.adoc[Quality Attribute: Configurable Without Code Changes]

traceability:outgoing[]
traceability:incoming[]"""
REQ-057,REQ-057 — Fail-fast with clear diagnostics,requirement,,requirements.adoc,"""The extension SHALL validate every relationship against configured role-relation rules. Error messages SHALL include file path, line number, source and target item IDs with roles, the invalid relation type, and the list of allowed alternatives. Cross-file references SHALL be re-validated after all files are loaded.

Source: xref:quality/fail-fast-diagnostics.adoc[Quality Attribute: Fail-Fast with Clear Diagnostics]

traceability:outgoing[]
traceability:incoming[]"""
REQ-058,REQ-058 — No side effects on source files,requirement,,requirements.adoc,"""All content transformations SHALL operate on in-memory buffers. Source `.adoc` files SHALL never be modified by the extension. Processing the same file twice SHALL produce the same result.

Source: xref:quality/no-side-effects.adoc[Quality Attribute: No Side Effects on Source Files]

traceability:outgoing[]
traceability:incoming[]"""
REQ-059,REQ-059 — Testability by design,requirement,,requirements.adoc,"""Each module SHALL accept dependencies via constructor parameters. Each module SHALL have a dedicated test file. The traceability graph SHALL expose internal state for test access. The full test suite SHALL complete in under 500 ms.

Source: xref:quality/testability-by-design.adoc[Quality Attribute: Testability by Design]

traceability:outgoing[]
traceability:incoming[]"""
ARC-001,ARC-001 — Project scope and architectural goals,design,,architecture.adoc,"""*Project scope and architectural goals*

The Antora Tracer is an Antora extension that adds role-based requirements traceability to AsciiDoc documentation. It replaces fixed macro types with a single configurable `[item]` macro.

Architectural goals:

- Enable users to define their own traceability domain model (roles, relations, matrices) through YAML configuration
- Maintain a clean separation between parsing, graph storage, validation, matrix generation, and export
- Ship with built-in presets for common domains without requiring users to write configuration
- Integrate with Antora's event pipeline without imposing runtime dependencies on users who don't need specific features
- Provide a standalone CLI for use outside Antora

addresses:REQ-001[]
addresses:REQ-006[]
addresses:REQ-009[]
addresses:REQ-013[]
addresses:REQ-018[]
addresses:REQ-024[]
addresses:REQ-035[]
addresses:REQ-036[]

traceability:outgoing[]

traceability:incoming[]

traceability:graph[]"""
ARC-005,ARC-005 — Zero operational overhead,design,,architecture.adoc,"""xref:quality/zero-operational-overhead.adoc[Zero operational overhead] is
achieved through an in-memory graph (xref:adr/0003-in-memory-graph.adoc[ADR-003]),
no external services, and a minimal dependency tree
(xref:adr/0004-zero-framework.adoc[ADR-004]).
Optional features like Neo4j export degrade gracefully without warnings.

addresses:REQ-055[]
addresses:REQ-001[]"""
ARC-006,ARC-006 — Configurable without code changes,design,,architecture.adoc,"""xref:quality/configurable-without-code.adoc[Configurable without code changes]
is achieved through YAML-based roles, relations, and matrices via
`ConfigLoader`. Built-in presets can be extended or overridden.
Items with unknown roles generate warnings, not errors — enabling
incremental domain model adoption.

addresses:REQ-056[]
addresses:REQ-006[]
addresses:REQ-007[]
addresses:REQ-008[]"""
ARC-007,ARC-007 — Fail-fast with clear diagnostics,design,,architecture.adoc,"""xref:quality/fail-fast-diagnostics.adoc[Fail-fast with clear diagnostics]
is achieved through role-based relation validation at processing time
and post-hoc re-validation for cross-file references. Error messages
include file, line, item IDs with roles, and allowed alternatives.

addresses:REQ-057[]
addresses:REQ-013[]
addresses:REQ-014[]
addresses:REQ-015[]"""
ARC-008,ARC-008 — No side effects on source files,design,,architecture.adoc,"""xref:quality/no-side-effects.adoc[No side effects on source files]
is achieved by performing all content transformations on in-memory
buffers. Source `.adoc` files are never written to.
Processing is idempotent.

addresses:REQ-058[]
addresses:REQ-050[]"""
ARC-009,ARC-009 — Testability by design,design,,architecture.adoc,"""xref:quality/testability-by-design.adoc[Testability by design]
is achieved through constructor-based dependency injection,
isolated test files per module, and graph state exposed for test access.
The regex-based parser (xref:adr/0002-regex-parser-over-ast.adoc[ADR-002])
is decoupled from Asciidoctor's API.

addresses:REQ-059[]
addresses:REQ-034[]"""
ARC-010,ARC-010 — Future-proofness,design,,architecture.adoc,"""Future-proofness is achieved through ESM with `""""type"""": """"module""""`
(xref:adr/0001-esm-over-cjs.adoc[ADR-001]), TypeScript strict mode,
and a Node.js 20+ baseline (xref:adr/0005-typescript-strict-node20.adoc[ADR-005]).
The zero-framework policy avoids dependency on libraries with short upgrade cycles.

addresses:REQ-001[]
addresses:REQ-002[]
addresses:REQ-004[]"""
ARC-011,ARC-011 — Performance through indexing,design,,architecture.adoc,"""Performance is achieved through forward, reverse, and inverse
relationship indexes (O(1) lookup), result caching with invalidation
on mutation, and BFS path finding with configurable `maxDepth`.

addresses:REQ-031[]
addresses:REQ-032[]"""
ARC-002,ARC-002 — Component-level architecture,design,,architecture.adoc,"""The extension is composed of eight modules organized in a layered architecture:

[plantuml]
----
include::example$bb-overview.puml[]
----

[width=100%, cols=""""25,75""""]
|===
| Component | Responsibility

| `AntoraTraceabilityExtension`
| Antora entry point. Registers event handlers, creates `RequirementsTraceabilityExtension`, reads playbook config.

| `RequirementsTraceabilityExtension`
| Orchestrator. Owns the graph, delegates to parser, matrix generator, and Neo4j exporter. Public API for programmatic use.

| `DocumentParser`
| Regex-based AsciiDoc parser. Two-pass: extracts `[item]` blocks, then scans for inline `relation\:TARGET[]` macros.

| `TraceabilityGraph`
| In-memory directed graph. Items stored as `Map<string, Item>`, relationships as `Map<string, ItemRelationship>`. Provides query, validation, path finding, and impact analysis.

| `MatrixGenerator`
| Config-driven matrix generation. Reads matrix definitions from configuration, queries the graph, computes coverage, produces CSV output. Delegates HTML to TemplateRenderer.

| `TemplateRenderer`
| Mustache wrapper. Loads templates from `src/templates/`, supports custom template directories with fallback to built-ins.

| `LinkResolver`
| Path resolution for matrix-to-item deep links. Strips \`pages/\` prefix and \`.adoc\` extension from sourceFile values, generates \`../../component/page.html#ID\` links using a configurable \`relativePathPrefix\`.

| `Neo4jExporter`
| Graph-to-Neo4j export. Produces `nodes.csv`, `relationships.csv`, and `import.cypher`. Properly escapes special characters.

| `ConfigLoader`
| YAML configuration loader. Loads and validates config, merges with presets, provides role/relation validation queries to the graph.
|===

addresses:REQ-001[]
addresses:REQ-002[]
addresses:REQ-003[]
addresses:REQ-004[]
addresses:REQ-006[]
addresses:REQ-007[]
addresses:REQ-008[]
addresses:REQ-011[]
addresses:REQ-024[]
addresses:REQ-025[]
addresses:REQ-029[]
addresses:REQ-034[]

traceability:outgoing[]"""
ARC-003,ARC-003 — Processing flow during Antora build,design,,architecture.adoc,"""The following sequence shows how an AsciiDoc file flows through the system during an Antora build:

[plantuml]
----
include::example$sequence-diagram.puml[]
----

Key timing characteristics:

- *Fire-and-forget async init*: `AntoraTraceabilityExtension` constructor starts `initializeAsync()` without awaiting it. Event handlers are registered after config loads. In practice, the Antora build pipeline provides sufficient latency.
- *Single-pass processing*: `process()` call does both parsing and graph population in one call. No separate relationship processing pass needed.
- *Lazy rendering*: Templates are loaded and compiled on first use, cached thereafter.

addresses:REQ-001[]
addresses:REQ-002[]
addresses:REQ-004[]
addresses:REQ-005[]
addresses:REQ-013[]
addresses:REQ-014[]
addresses:REQ-016[]
addresses:REQ-017[]
addresses:REQ-029[]
addresses:REQ-035[]"""
ARC-004,ARC-004 — Key architectural decisions and their rationale,design,,architecture.adoc,"""This section captures the design decisions from `openspec/changes/unified-item-architecture/design.md`.

[width=100%, cols=""""20,50,30""""]
|===
| Decision | Rationale | Alternatives Considered

| Single `[item]` macro with `role` attribute
| Simplifies mental model, enables user-defined roles without code changes, reduces parser duplication
| Keep separate macros (two ways to do things), role as positional parameter (less readable)

| Configuration-based roles and relations (YAML)
| Separates concerns, enables validation, allows presets, version-controllable
| Hardcoded roles (inflexible), JSON (less readable), JS config (more complex)

| Role-based relation validation at processing time
| Catches errors early, prevents invalid graphs, provides clear messages
| No validation (allows invalid graphs), warning only (users miss issues), runtime validation (too late)

| Mustache templates for HTML
| Separates presentation from logic, enables user customization, already working from prior work
| Embedded HTML generation (code duplication), other template engines (Mustache was already in place)

| Neo4j export (not custom query engine)
| Mature graph query capabilities, Cypher is industry standard, no need to build query language
| Custom DSL (high effort), GraphQL (not graph-optimized), Gremlin (less popular)

| Built-in presets for common domains
| Gives starting points, reduces config burden, demonstrates best practices
| No presets (must define from scratch), default roles (conflicts with flexibility goal)

| No default roles
| Forces explicit configuration, prevents domain model assumptions
| Default roles (simpler but less flexible), fallback behavior (complex transition logic)

| Unknown roles = warnings (not errors)
| Graceful degradation, partial config allowed, incremental role adoption
| Error on unknown (too strict), silent ignore (users miss config issues)

| Manual regex parsing over Asciidoctor.js extensions
| Simpler, version-independent, easier to test, works consistently across Asciidoctor.js versions
| Asciidoctor.js block processors (complex, version-dependent API)

| Config-driven matrix generation
| Users define which roles go on rows and columns, which relations count as coverage
| Hardcoded matrix types (req-impl, req-test, full) — inflexible for domain models with different roles

| In-memory source substitution for clickable links
| After processing, replace `addresses:REQ-001[]` with Asciidoctor xrefs in the content catalog buffer. Two-pass approach ensures cross-file targets are resolved. No disk writes.
| HTML post-processing (PDF-incompatible), Asciidoctor inline macro extension (API dependency)

| Dedicated LinkResolver component
| Separates path resolution from matrix generation, makes link generation configurable and testable in isolation. Robust `itemToHtmlPath` strips `pages/` prefix and `.adoc` extension from any sourceFile format.
| Link generation in MatrixGenerator (mixes concerns), template-level logic (Mustache cannot do complex path manipulation)
|===

addresses:REQ-010[]

addresses:REQ-006[]
addresses:REQ-007[]
addresses:REQ-008[]
addresses:REQ-013[]
addresses:REQ-015[]
addresses:REQ-018[]
addresses:REQ-024[]
addresses:REQ-028[]
addresses:REQ-029[]
addresses:REQ-034[]"""
TST-001,TST-001 — Core Extension Tests,test,,test-plan.adoc,"""Test file: `test/v2-unified-item-architecture.test.ts`

Tests the `RequirementsTraceabilityExtension` orchestrator — initialization, processing, query methods, role statistics, lifecycle. Covers the public API surface of the main extension class.

verifies:REQ-001[]
verifies:REQ-002[]
verifies:REQ-003[]
verifies:REQ-004[]
verifies:REQ-005[]
verifies:REQ-029[]
verifies:REQ-030[]
verifies:REQ-034[]

traceability:outgoing[]
traceability:incoming[]

traceability:graph[]"""
TST-002,TST-002 — Antora Extension Tests,test,,test-plan.adoc,"""Test file: `test/antora-extension.test.ts`

Tests the `AntoraTraceabilityExtension` — initialization with default config, preset, config path, and disabled state. Tests event handler registration, content processing via `contentClassified` event, matrix generation via `sitePublished` event, and API access patterns.

verifies:REQ-035[]
verifies:REQ-040[]

traceability:outgoing[]
traceability:incoming[]"""
TST-003,TST-003 — CLI Tests,test,,test-plan.adoc,"""Test file: `test/cli.test.ts`

Tests the Commander-based CLI — process command (valid content, empty content, invalid paths, malformed macros), matrix command (generation, empty graph), validate command (invalid graph state), export command (empty graph), stats command (empty statistics), preset commands (invalid names, init, listing), and help command.

verifies:REQ-009[]
verifies:REQ-010[]
verifies:REQ-026[]
verifies:REQ-036[]

traceability:outgoing[]
traceability:incoming[]"""
