id,title,role,status,sourceFile,content
REQ-015,REQ-015 — Error messages list allowed relations,requirement,,requirements.adoc,"""Error messages for invalid relations SHALL include the relation type, source role, target role, and the list of allowed relation types between those roles.

Related specs: `role-based-validation/spec.md`

refines:REQ-013[]

traceability:links[]"""
REQ-016,REQ-016 — Warnings for unknown roles,requirement,,requirements.adoc,"""The system SHALL generate warnings (not errors) when relations involve items with unknown roles. This enables graceful degradation and incremental role adoption.

Related specs: `role-based-validation/spec.md`

refines:REQ-013[]

traceability:links[]"""
REQ-017,REQ-017 — Graceful degradation for unknown roles,requirement,,requirements.adoc,"""Items with unknown roles SHALL still be stored in the graph and appear in matrices. Relations involving unknown roles SHALL be stored but marked with warnings. Processing continues despite unknown roles.

Related specs: `role-based-validation/spec.md`
refines:REQ-013[]"""
REQ-058,REQ-058 — Circular reference detection,requirement,,requirements.adoc,"""The system SHALL detect circular references in the traceability graph during validation. A circular reference is a cycle in the directed relationship graph (e.g., A → B → A, or A → B → C → A). Circular references SHALL be reported as errors with the cycle path in human-readable form. Self-referencing relationships (A → A) SHALL also be detected as cycles.

Source: TraceabilityGraph.validate() → findCircularReferences()

refines:REQ-013[]

traceability:links[]"""
REQ-018,REQ-018 — Built-in preset configurations,requirement,,requirements.adoc,"""The system SHALL ship with built-in preset configurations: `requirements-engineering`, `agile`, `medical-iec62304`, and `minimal`. Users SHALL be able to list and inspect presets via CLI.

Related specs: `preset-system/spec.md`

traceability:links[]"""
REQ-019,REQ-019 — Each preset contains complete configuration,requirement,,requirements.adoc,"""Each preset SHALL contain `roles`, `relations`, and `matrices` definitions that form a valid, loadable configuration. Presets with invalid configuration are rejected at load time.

Related specs: `preset-system/spec.md`

refines:REQ-018[]

traceability:links[]"""
REQ-020,REQ-020 — Each preset includes documentation,requirement,,requirements.adoc,"""Each preset SHALL include a human-readable description, domain explanation, and example AsciiDoc snippets demonstrating typical usage.

Related specs: `preset-system/spec.md`

refines:REQ-018[]

traceability:links[]"""
REQ-021,REQ-021 — Each preset includes Neo4j Cypher queries,requirement,,requirements.adoc,"""Each preset SHALL include a `neo4j.queries` section with named Cypher queries relevant to the domain, such as uncovered requirements, coverage summaries, and traceability chains.

Related specs: `preset-system/spec.md`

refines:REQ-018[]

traceability:links[]"""
REQ-022,REQ-022 — Presets have independent versioning,requirement,,requirements.adoc,"""Presets SHALL have version numbers independent of the extension version, following semantic versioning. A `minExtensionVersion` compatibility field SHALL indicate the minimum extension version required.

Related specs: `preset-system/spec.md`

refines:REQ-018[]

traceability:links[]"""
REQ-023,REQ-023 — Users can define custom presets,requirement,,requirements.adoc,"""The system SHALL allow users to create their own preset YAML files. Custom presets are loaded and validated the same way as built-in presets. Invalid custom presets generate validation errors.

Related specs: `preset-system/spec.md`
refines:REQ-018[]"""
REQ-024,REQ-024 — Neo4j CSV export,requirement,,requirements.adoc,"""The system SHALL export the traceability graph as `nodes.csv` and `relationships.csv` files with proper headers, comma delimiters, and escaped special characters. Files SHALL be importable via Neo4j's `LOAD CSV` command.

Related specs: `neo4j-export/spec.md`

traceability:links[]"""
REQ-025,REQ-025 — Neo4j Cypher export,requirement,,requirements.adoc,"""The system SHALL export the traceability graph as `import.cypher` containing CREATE statements for all nodes (with `:Item` and role-specific labels) and relationships (with type-specific labels). Special characters SHALL be properly escaped.

Related specs: `neo4j-export/spec.md`

refines:REQ-024[]

traceability:links[]"""
REQ-026,REQ-026 — Export command in CLI,requirement,,requirements.adoc,"""The system SHALL provide an `export neo4j` CLI command supporting `--format csv` and `--format cypher` options, with configurable input and output directories.

Related specs: `neo4j-export/spec.md`

refines:REQ-024[]

traceability:links[]"""
REQ-027,REQ-027 — Export includes all item attributes,requirement,,requirements.adoc,"""Neo4j exports SHALL include all item attributes (id, role, title, content, status, custom attributes) as node properties. Special characters in attribute values SHALL be properly escaped.

Related specs: `neo4j-export/spec.md`

refines:REQ-024[]

traceability:links[]"""
REQ-028,REQ-028 — Export is optional,requirement,,requirements.adoc,"""The Neo4j export functionality SHALL be completely optional. Normal extension operation (parsing, validation, matrix generation) SHALL not require any Neo4j runtime dependencies.

Related specs: `neo4j-export/spec.md`
refines:REQ-024[]"""
REQ-029,REQ-029 — Configurable matrix generation with coverage calculations,requirement,,requirements.adoc,"""The system SHALL generate matrices from configuration definitions, computing per-item coverage based on `coverageRelations`. Each cell SHALL show related item IDs or `—` for no relationships. Coverage SHALL be expressed as overall, complete, partial, and missing counts.

Source: Design Decision 2 — Configuration-Based Roles and Relations

traceability:links[]"""
REQ-030,REQ-030 — Role statistics reporting,requirement,,requirements.adoc,"""The system SHALL provide `getRoleStatistics()` returning item counts per role and total relationship counts, enabling quick inspection of the traceability graph.

Source: RequirementsTraceabilityExtension API

refines:REQ-029[]

traceability:links[]"""
REQ-031,REQ-031 — Graph path finding,requirement,,requirements.adoc,"""The system SHALL provide BFS-based path finding between any two items in the graph via `findPath(fromId, toId, maxDepth?)`. Connected items return the path; disconnected items return null. Depth is capped by `maxDepth` (default: 5).

Source: TraceabilityGraph API

traceability:links[]"""
REQ-032,REQ-032 — Impact analysis,requirement,,requirements.adoc,"""The system SHALL provide `getImpactAnalysis(itemId)` returning all reachable items in both directions (forward and reverse relationships), excluding the source item from results.

Source: TraceabilityGraph API

traceability:links[]"""
REQ-033,REQ-033 — Graph merge,requirement,,requirements.adoc,"""The system SHALL support merging another TraceabilityGraph into the current graph via `merge()`. Items not already present are added; existing items are not duplicated. Relationships from the source graph are copied if both endpoints exist in the target graph.

Source: TraceabilityGraph API

NOTE: This method is not used internally by the extension — all files are processed into a single graph instance. It exists as a convenience for programmatic API consumers who may construct graphs independently and need to combine them.

traceability:links[]"""
REQ-034,REQ-034 — Mustache template rendering,requirement,,requirements.adoc,"""The system SHALL use Mustache templates for HTML matrix output via `TemplateRenderer`. Built-in templates SHALL be shipped; custom template directories SHALL be supported with fallback to built-ins for missing files.

Source: Design Decision 4 — Mustache Templates

refines:REQ-029[]

traceability:links[]"""
REQ-035,REQ-035 — Antora extension integration,requirement,,requirements.adoc,"""The system SHALL integrate with Antora via `AntoraTraceabilityExtension`, registering for `contentClassified` (parse items) and `sitePublished` (generate matrices and coverage). Configuration SHALL be read from the Antora playbook's extension config. Disabled extensions SHALL skip initialization.

Source: Antora Extension implementation

traceability:links[]"""
REQ-036,REQ-036 — CLI commands,requirement,,requirements.adoc,"""The system SHALL provide a Commander-based CLI with six subcommands: `process` (parse items), `matrix` (generate matrices), `validate` (check graph integrity), `export neo4j` (CSV/Cypher export), `stats` (role statistics), and `preset` (list/show/init). Global `--config` and `--preset` flags SHALL apply to all commands.

Source: CLI implementation

traceability:links[]"""
REQ-037,REQ-037 — Matrix row items are clickable links,requirement,,requirements.adoc,"""The system SHALL render row item IDs as hyperlinks that navigate to the item's definition in the rendered HTML documentation.

Source: openspec/specs/matrix-item-linking/spec.md

refines:REQ-029[]

traceability:links[]"""
REQ-038,REQ-038 — Matrix cell items are clickable links,requirement,,requirements.adoc,"""The system SHALL render cell item IDs as hyperlinks that navigate to the item's definition in the rendered HTML documentation. Multiple items in a cell SHALL each render as separate clickable links.

Source: openspec/specs/matrix-item-linking/spec.md

refines:REQ-029[]

traceability:links[]"""
REQ-039,REQ-039 — Source file tooltips on matrix links,requirement,,requirements.adoc,"""The system SHALL display the source file name as a tooltip when users hover over item links in the matrix.

Source: openspec/specs/matrix-item-linking/spec.md

refines:REQ-029[]

traceability:links[]"""
REQ-040,REQ-040 — Context-aware link generation,requirement,,requirements.adoc,"""The system SHALL generate consistent relative link paths (\`../../\`) from matrix output to component root, regardless of execution context. The LinkResolver SHALL accept a configurable \`relativePathPrefix\` option.

Source: openspec/specs/matrix-item-linking/spec.md

refines:REQ-029[]

traceability:links[]"""
REQ-041,REQ-041 — Source file path normalization,requirement,,requirements.adoc,"""The system SHALL normalize item \`sourceFile\` paths by stripping any \`pages/\` prefix and \`.adoc\` extension at link resolution time, producing clean HTML paths.

Source: openspec/specs/matrix-item-linking/spec.md

refines:REQ-029[]

traceability:links[]"""
REQ-042,REQ-042 — Backward compatibility without LinkResolver,requirement,,requirements.adoc,"""The system SHALL maintain existing matrix rendering behavior when no \`LinkResolver\` is provided. Items SHALL render as plain text without links, and existing matrix HTML structure SHALL be preserved.

Source: openspec/specs/matrix-item-linking/spec.md

refines:REQ-029[]

traceability:links[]"""
REQ-043,REQ-043 — Non-HTML matrix outputs unchanged,requirement,,requirements.adoc,"""The system SHALL NOT modify CSV and JSON matrix outputs to include links. CSV and JSON output SHALL contain item data as before.

Source: openspec/specs/matrix-item-linking/spec.md

refines:REQ-029[]

traceability:links[]"""
REQ-044,REQ-044 — traceability:outgoing[] renders outgoing links,requirement,,requirements.adoc,"""The system SHALL provide a \`traceability:outgoing[]\` macro that expands to a formatted list of all outgoing relationships for the enclosing item. Relationships SHALL be grouped by type and rendered using standard AsciiDoc constructs (lists, tables, inline xrefs).

Source: openspec/specs/traceability-links-macro/spec.md

traceability:links[]"""
REQ-055,REQ-055 — traceability:incoming[] renders incoming links,requirement,,requirements.adoc,"""The system SHALL provide a \`traceability:incoming[]\` macro that expands to a formatted list of all incoming relationships pointing to the enclosing item. Relationships SHALL be grouped by inverse relation type (e.g., \`addresses\` displays as \`Addressed by\`) and rendered using standard AsciiDoc constructs.

Source: openspec/specs/incoming-links-macro/spec.md

refines:REQ-044[]

traceability:links[]"""
REQ-045,REQ-045 — Opt-in via AsciiDoc attribute,requirement,,requirements.adoc,"""The system SHALL only expand \`refines:REQ-044[]

traceability:outgoing[]\` and \`traceability:incoming[]\` when the \`:traceability-links:\` document attribute is set to a truthy value. Without the attribute, the macro text SHALL be stripped from output.

Source: openspec/specs/traceability-links-macro/spec.md

traceability:links[]"""
REQ-046,REQ-046 — Inline macros are pure data markers,requirement,,requirements.adoc,"""Inline relationship macros (\`addresses\:REQ-001[]\`) SHALL always be invisible in rendered output. They are pure data markers stored in the traceability graph. \`refines:REQ-044[]

traceability:outgoing[]\` and \`traceability:incoming[]\` are the sole mechanisms for rendering relationships.

Source: openspec/specs/traceability-links-macro/spec.md

traceability:links[]"""
REQ-047,REQ-047 — Configurable display style,requirement,,requirements.adoc,"""The system SHALL support configurable display styles via the \`:traceability-style:\` document attribute: \`list\` (default, bulleted list), \`table\` (AsciiDoc table), or \`inline\` (comma-separated).

Source: openspec/specs/traceability-links-macro/spec.md

refines:REQ-044[]

traceability:links[]"""
REQ-048,REQ-048 — Configurable sort order,requirement,,requirements.adoc,"""The system SHALL support configurable sort order via \`:traceability-order:\`: \`target-id\` (default), \`target-title\`, or \`relation-type\`.

Source: openspec/specs/traceability-links-macro/spec.md

refines:REQ-044[]

traceability:links[]"""
REQ-050,REQ-050 — Source files never modified,requirement,,requirements.adoc,"""The system SHALL NOT modify \`.adoc\` source files on disk. All macro expansion and content substitution SHALL occur in the in-memory content buffer during Antora's \`contentClassified\` event.

Source: openspec/specs/traceability-links-macro/spec.md

refines:REQ-044[]

traceability:links[]"""
REQ-051,REQ-051 — Relationship graph via traceability:graph[] macro,requirement,,requirements.adoc,"""The system SHALL provide a \`traceability:graph[]\` inline macro that renders a GraphViz relationship graph for the enclosing item. The graph SHALL show the item and its direct relationships as labeled nodes and edges, colored by role. An optional depth parameter SHALL control the number of hops.

Source: openspec/specs/graph-visualization/spec.md

refines:REQ-053[]

traceability:links[]"""
REQ-052,REQ-052 — Coverage chart via traceability:graph-coverage[] macro,requirement,,requirements.adoc,"""The system SHALL provide a \`traceability:graph-coverage[]\` inline macro that renders a Vega-Lite bar chart showing coverage. When used inside an item block, it SHALL show per-relationship-type coverage for that item. When used outside an item block, it SHALL show global coverage by role.

Source: openspec/specs/graph-visualization/spec.md

refines:REQ-053[]

traceability:links[]"""
REQ-053,REQ-053 — Graph visualization methods on TraceabilityGraph,requirement,,requirements.adoc,"""The \`TraceabilityGraph\` SHALL provide \`toDot(fromId, depth?)\` returning a GraphViz DOT source string, and \`toVegaLite(itemId?)\` returning a Vega-Lite JSON specification.

Source: openspec/specs/graph-visualization/spec.md

traceability:links[]"""
REQ-054,REQ-054 — Dashboard page in example site,requirement,,requirements.adoc,"""The example site SHALL include a dashboard page with a global coverage chart and select per-item relationship graphs, gated by the \`:traceability-graph:\` attribute.

Source: openspec/specs/graph-visualization/spec.md

refines:REQ-053[]

traceability:links[]"""
REQ-056,REQ-056 — CLI next-id command returns next available ID,requirement,,requirements.adoc,"""The CLI SHALL provide a `next-id` command that accepts a `--prefix` and `-i/--input` and returns the next available sequential ID for items matching that prefix. The numeric suffix SHALL be auto-detected from existing IDs (e.g., if existing IDs use 3-digit padding, the next ID also uses 3-digit padding). When no existing IDs match the prefix, the default padding is 3 digits.

Source: openspec/changes/add-next-id-cli/specs/next-id/spec.md

refines:REQ-036[]

traceability:links[]"""
REQ-057,REQ-057 — Matrix files synced to component _attachments,requirement,,requirements.adoc,"""The system SHALL automatically sync generated matrix files (HTML and CSV) from the global traceability output directory to each component version's `_attachments/traceability/` directory during the `sitePublished` event. This SHALL ensure that `attachment$traceability/...` links in AsciiDoc nav resolve to the latest matrix output without manual copying. The sync SHALL resolve the correct version URL segment (e.g., `latest` instead of `0.7.0`) using the content catalog.

Source: AntoraTraceabilityExtension.generateTraceabilityFiles() → syncMatricesToAttachments()

traceability:links[]"""
REQ-059,REQ-059 — Items defined in partials are processed,requirement,,requirements.adoc,"""The system SHALL process items defined in AsciiDoc partial files (`family: partial`) during the `contentClassified` event, alongside page files. Items from partials SHALL use the file's view URL (from the Antora content source configuration) as their source file reference, enabling traceability matrix links to resolve to the source repository. Partial items SHALL be processed only for graph population (Pass 1); macro expansion and link substitution passes SHALL be skipped since partials do not produce rendered HTML output.

Source: openspec/specs/partial-support/spec.md

traceability:links[]"""
ARC-001,ARC-001 — Project scope and architectural goals,design,,architecture.adoc,"""*Project scope and architectural goals*

The Antora Tracer is an Antora extension that adds role-based requirements traceability to AsciiDoc documentation. It replaces fixed macro types with a single configurable `[item]` macro.

Architectural goals:

- Enable users to define their own traceability domain model (roles, relations, matrices) through YAML configuration
- Maintain a clean separation between parsing, graph storage, validation, matrix generation, and export
- Ship with built-in presets for common domains without requiring users to write configuration
- Integrate with Antora's event pipeline without imposing runtime dependencies on users who don't need specific features
- Provide a standalone CLI for use outside Antora

addresses:REQ-001[]
addresses:REQ-006[]
addresses:REQ-009[]
addresses:REQ-013[]
addresses:REQ-018[]
addresses:REQ-024[]
addresses:REQ-035[]
addresses:REQ-036[]

traceability:links[]

traceability:graph[]"""
ARC-002,ARC-002 — Component-level architecture,design,,architecture.adoc,"""include::partial$05-bb-overview.adoc[]

addresses:REQ-001[]
addresses:REQ-002[]
addresses:REQ-003[]
addresses:REQ-004[]
addresses:REQ-006[]
addresses:REQ-007[]
addresses:REQ-008[]
addresses:REQ-011[]
addresses:REQ-024[]
addresses:REQ-025[]
addresses:REQ-029[]
addresses:REQ-034[]

traceability:outgoing[]"""
ARC-012,ARC-012 — Preset YAML schema,design,,architecture.adoc,"""Presets are YAML files following a defined structure. Each preset is a self-contained,
versioned configuration that users can extend or override.

[width=100%, cols=""""20,30,50""""]
|===
| Key | Type | Description

| `name`
| string
| Unique preset identifier (e.g., `requirements-engineering`). Used by `--preset` CLI flag and `preset` playbook option.

| `description`
| multiline string
| Human-readable explanation of the preset's domain, roles, and intended use.

| `version`
| semver string
| Independent version number for the preset, separate from the extension version.

| `author`
| string
| Preset author or organization.

| `tags`
| string[]
| Keywords for categorisation (e.g., `[software, ieee, medical]`).

| `compatibility`
| object
| `minExtensionVersion`: minimum extension version required. Ensures the preset doesn't load on incompatible versions.

| `traceability.roles`
| string[]
| Ordered list of valid role names. Items must use one of these roles.

| `traceability.relations`
| map
| `sourceRole → targetRole → [relationTypes]`. Defines which relation types are valid between roles. Used for validation.

| `traceability.matrices`
| object[]
| Array of matrix definitions. Each has `name`, `rows` (role), `columns` (role[]), and `coverageRelations` (map column role to coverage relation types).

| `neo4j.queries`
| object[]
| Optional array of named Cypher queries (`name`, `description`, `cypher`). Shipped with the preset and usable post-export.

| `documentation`
| object
| `description` (markdown string), `examples` (string[]). Inline documentation explaining the preset's domain and usage.
|===

addresses:REQ-019[]
addresses:REQ-020[]
addresses:REQ-021[]
addresses:REQ-022[]
addresses:REQ-023[]

traceability:outgoing[]"""
ARC-018,ARC-018 — Config-driven validation,design,,architecture.adoc,"""Relation validation is driven by the YAML configuration rather than hardcoded
rules. `ConfigLoader.isRelationAllowed()` checks source role, target role,
and relation type against the configured `relations` map. Cross-file
references are re-validated after all files are loaded to catch late-resolved
targets. Error messages include file path, line number, and allowed
alternatives (see xref:adr/0004-zero-framework.adoc[ADR-004]).

addresses:QA-057[]

traceability:outgoing[]"""
ARC-028,ARC-028 — Circular reference detection in graph validation,design,,architecture.adoc,"""The `validate()` method calls `findCircularReferences()`, a DFS-based cycle
detector that traverses all items and their outgoing relationships. A path stack
and recursion set track visited nodes; when a node is encountered twice in the
same path, a circular reference error is reported with the full cycle path
(e.g., """"REQ-001 → REQ-002 → REQ-001""""). Auto-generated inverse relationships
are skipped to avoid false positives.

addresses:REQ-058[]"""
ARC-029,ARC-029 — Partial file processing with source-repo links,design,,architecture.adoc,"""The `registerContentClassifier()` handler processes both `family: page` and
`family: partial` files during Pass 1 (graph population). Partial items use
Antora's pre-computed `fileUri` as their `sourceFile`, making traceability
matrix links point directly to the partial source in the content repository
(e.g., GitHub blob URL). The `LinkResolver` detects URL `sourceFile` values
and returns them unchanged, skipping the HTML path conversion. In
`buildXref()`, URL-based items use AsciiDoc's `link:` macro instead of
`xref:` since Asciidoctor cannot resolve external URLs as cross-references.
Partials are excluded from macro expansion and link substitution passes
because they do not produce HTML pages.

addresses:REQ-059[]"""
ARC-015,ARC-015 — In-memory processing with no side effects,design,,architecture.adoc,"""All content transformations — parsing, macro expansion, link substitution,
title injection — operate on in-memory buffers. Source `.adoc` files are never
written to. The Antora content catalog provides the text buffers; the extension
modifies them in place and writes them back to the catalog without touching disk.
This ensures idempotency and version-control safety (see
xref:adr/0003-in-memory-graph.adoc[ADR-003]).

addresses:QA-058[]
traceability:outgoing[]"""
ARC-026,ARC-026 — GraphViz DOT and Vega-Lite serialization methods,design,,architecture.adoc,"""`toDot(fromId, depth?)` generates GraphViz DOT source for a relationship graph
using BFS traversal in both outgoing and incoming directions from the given item. Nodes are colored by role using a
hardcoded palette; edges are labeled with the relationship type. Depth limits
hopping. `toVegaLite(itemId?)` generates a Vega-Lite JSON spec for coverage
charts — per-relationship-type for a specific item, or global role counts
when called without an item ID. Both methods produce source strings that are
encoded into Kroki URLs for rendering.

addresses:REQ-053[]"""
ARC-016,ARC-016 — Event-driven Antora integration,design,,architecture.adoc,"""The extension hooks into Antora's event pipeline via `register()`:
`contentClassified` triggers parsing and macro expansion; `sitePublished`
triggers matrix generation and export. Each event handler is self-contained,
does not block the build pipeline, and receives the content catalog as a
parameter. The same `RequirementsTraceabilityExtension` class is used by
the CLI outside Antora, demonstrating the event handlers are optional.

addresses:QA-055[]
traceability:outgoing[]"""
ARC-024,ARC-024 — traceability:outgoing[] and traceability:incoming[] link rendering,design,,architecture.adoc,"""The `expandRelationMacros()` method in the Antora extension (not the
DocumentParser) replaces `traceability:outgoing[]` and
`traceability:incoming[]` placeholders with formatted AsciiDoc content
showing the item's relationships. All three rendering macros (`outgoing`,
`incoming`, and `links`) share this single scan/render pipeline; only the
relationship direction(s) they emit differ. The DocumentParser's inline
macro regex excludes these via a `traceability:` namespace guard; they are
NOT parsed as relationships. Rendering is opt-in via the
`:traceability-links:` document attribute. Display style (list, table,
inline), sort order (target ID, title, relation type), and collapsible
sections are configurable via document attributes. Inline relationship
macros (`addresses:REQ-001[]`) are always stripped from output — they are
pure data markers; the link macros are the sole rendering mechanism.

addresses:REQ-044[]
addresses:REQ-045[]
addresses:REQ-046[]
addresses:REQ-047[]
addresses:REQ-048[]
addresses:REQ-055[]
addresses:QA-060[]"""
ARC-025,ARC-025 — traceability:graph[] and traceability:graph-coverage[] visualization macros,design,,architecture.adoc,"""The `expandGraphMacros()` and `expandCoverageMacros()` methods replace
`traceability:graph[]` and `traceability:graph-coverage[]` placeholders with
Kroki-rendered images. `traceability:graph[]` generates a GraphViz DOT
relationship graph for the enclosing item (or a specified item ID), colored
by role with labeled edges. `traceability:graph-coverage[]` generates a
Vega-Lite bar chart showing per-item or global coverage. Rendering is opt-in
via the `:traceability-graph:` document attribute.

addresses:REQ-051[]
addresses:REQ-052[]"""
ARC-027,ARC-027 — Automatic matrix sync to component _attachments,design,,architecture.adoc,"""The `syncMatricesToAttachments()` method, called from
`generateTraceabilityFiles()` during the `sitePublished` event, copies all
generated matrix files (HTML and CSV) to each component version's
`_attachments/traceability/` subdirectory. This ensures that
`attachment$traceability/...` nav links resolve to the latest matrix output
without requiring manual file copies. The correct version URL segment (e.g.
`latest` instead of `0.7.0`) is resolved by inspecting attachment file
output paths from the Antora content catalog.

addresses:REQ-057[]"""
ARC-017,ARC-017 — Regex-based parsing,design,,architecture.adoc,"""AsciiDoc content is parsed using regular expressions rather than an
Asciidoctor AST walker. This makes the parser independent of Asciidoctor
API versions and testable with plain string inputs. Verbatim blocks
(`----` and `....` fences) are pre-scanned and excluded to avoid
false positives from example code. Known limitations (`]` in quoted
attribute values, indented macros) are handled with targeted fixes
(see xref:adr/0002-regex-parser-over-ast.adoc[ADR-002]).

addresses:REQ-001[]
addresses:REQ-002[]
addresses:REQ-003[]
addresses:REQ-004[]
traceability:outgoing[]"""
ARC-019,ARC-019 — Config-driven matrix generation with coverage calculations,design,,architecture.adoc,"""The `MatrixGenerator` reads matrix definitions from configuration, queries the
graph for items by role, and computes per-cell coverage based on
`coverageRelations`. Each cell shows related item IDs or `—` for no
relationships. CSV output is direct; HTML output delegates to `TemplateRenderer`.
Coverage is calculated as overall, complete, partial, and missing counts.

addresses:REQ-008[]
addresses:REQ-029[]
traceability:outgoing[]"""
ARC-020,ARC-020 — Mustache template rendering for HTML output,design,,architecture.adoc,"""The `TemplateRenderer` wraps Mustache for HTML matrix output. Built-in templates
ship with the extension in `src/templates/`. Users can specify a custom template
directory — the renderer falls back to built-in templates for any files not found
in the custom directory.

addresses:REQ-034[]
traceability:outgoing[]"""
ARC-021,ARC-021 — Path resolution for matrix-to-item links,design,,architecture.adoc,"""The `LinkResolver` generates relative link paths from matrix output to component
root. It normalizes `sourceFile` values by stripping the `pages/` prefix and
`.adoc` extension, producing `../../component/page.html#ID` links. The
`relativePathPrefix` option allows configurable base paths. When no
`LinkResolver` is provided, items render as plain text without links.

addresses:REQ-037[]
addresses:REQ-038[]
addresses:REQ-039[]
addresses:REQ-040[]
addresses:REQ-041[]
addresses:REQ-042[]
addresses:REQ-043[]
traceability:outgoing[]"""
ARC-022,ARC-022 — Graph-to-Neo4j CSV and Cypher export,design,,architecture.adoc,"""The `Neo4jExporter` serializes the traceability graph into `nodes.csv` and
`relationships.csv` with proper headers, comma delimiters, and escaped special
characters — importable via Neo4j's `LOAD CSV`. The `import.cypher` format
produces CREATE statements with `:Item` and role-specific labels. All item
attributes are included as node properties. The export is optional and requires
no Neo4j runtime dependency.

addresses:REQ-024[]
addresses:REQ-025[]
addresses:REQ-027[]
addresses:REQ-028[]
traceability:outgoing[]"""
ARC-023,ARC-023 — Commander-based CLI with subcommands,design,,architecture.adoc,"""The CLI is built on https://www.npmjs.com/package/commander[Commander] with
subcommands for processing (`process`), matrix generation (`matrix`),
validation (`validate`), Neo4j export (`export neo4j`), statistics
(`stats`), preset management (`preset`), and ID allocation (`next-id`).
Global `--config` and `--preset` flags apply to all commands. The CLI
operates standalone — it does not require an Antora build pipeline.

addresses:REQ-026[]
addresses:REQ-036[]
addresses:REQ-056[]"""
